Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,SL No.,State/UT Name,District Name,Mine Name,Coal/ Lignite Production (MT) (2019-2020),Coal Mine Owner Name,Coal Mine Owner Full Name,Coal/Lignite,Govt Owned/Private,Type of Mine (OC/UG/Mixed),Latitude ,Longitude ,Source,Accuracy (exact vs approximate),Methane_Emissions_m3,Methane_Emissions_kg,CO2_Emissions_per_Ton,CO2_Emissions,Carbon Footprint_kgCO2e
171,171,171,177,178,Jharkhand ,Latehar,MAGADH,5.21,CCL,Central Coalfields Limited,Bituminous,G,OC,23.841309,84.988303,"Google Maps: https://www.google.com/maps/place/Office+of+the+project+officer,+Magadh+project,+Magadh+and+amrapali+area,+central+coal+fields,+coal+india/@23.8347054,84.9747232,1768m/data=!3m1!1e3!4m5!3m4!1s0x39f4b18d18f428b9:0xbe82ea922a98736b!8m2!3d23.848392!4d85.0316158",Exact,6.252,4.482684,2440.68,12715.942799999999,12828.0099
172,172,172,178,179,Jharkhand ,Latehar,TETARIA KHAR,1.17,CCL,Central Coalfields Limited,Bituminous,G,OC,23.809,84.8458,"Google Maps: https://www.google.com/maps/place/Tetariakhar+Project,+Nagra,+Jharkhand+829202,+India/@23.8093071,84.8374544,2728m/data=!3m1!1e3!4m5!3m4!1s0x398b4e8ff6578c13:0xd8cf73f8894dcfc3!8m2!3d23.8090508!4d84.8457156",Exact,1.404,1.006668,2440.68,2855.5955999999996,2880.7623
173,173,173,181,182,Jharkhand ,Palamu,RAJHARA,0.01,CCL,Central Coalfields Limited,Bituminous,G,OC,24.1642,84.0465,EIA & EMP of Rajhara OCP: http://www.environmentclearance.nic.in/writereaddata/FormB/EC/EIA_EMP/04042016KEWFSJQAEMP.pdf,Exact,0.012,0.008604,2440.68,24.4068,24.6219
174,174,174,183,184,Jharkhand ,Pakur,SIIVLONG OCP,0.0,ECL,Eastern Coalfields Limited,Bituminous,G,OC,24.7425,87.441667,"Google Maps: https://www.google.com/maps/search/Simlong+coal+mine++%2B+Pakur+dISTRICT+jHARKHAND/@24.7547991,87.4409835,469m/data=!3m1!1e3",Exact,0.0,0.0,2440.68,0.0,0.0
175,175,175,184,185,Uttar Pradesh, Sonbhadra,DUDHICHUA,17.68,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1515,82.6929,"Environment Clearance, EAC Meeting Minutes 26th October 2018: http://environmentclearance.nic.in/writereaddata/Form-1A/Minutes/04122018G7NLBO5140thEACMinutes.pdf",Exact,21.216,15.211872,2440.68,43151.2224,43531.519199999995
176,176,176,185,186,Uttar Pradesh, Sonbhadra,BINA,7.5,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.17389,82.7493,"Environment Clearance Report, BINA OCP Expansion: http://nclcil.in/env/ecletters/Bina%20EC%207.5%20MTY%208.6.14%20Letter_3.pdf",Exact,9.0,6.452999999999999,2440.68,18305.1,18466.425
177,177,177,186,187,Uttar Pradesh, Sonbhadra,KAKARI,2.0,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1709,82.7562,"Google Maps: https://www.google.com/maps/place/NCL+KAKARI+PROJECT/@24.1707806,82.7543477,17z/data=!4m8!1m2!2m1!1sKakri+coal+mine!3m4!1s0x398f255d80a53201:0x84816187bc0d1a1c!8m2!3d24.1707719!4d82.7562486",Exact,2.4,1.7208,2440.68,4881.36,4924.38
178,178,178,187,188,Uttar Pradesh, Sonbhadra,KHADIA,13.18,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1351,82.7204,"Environment Clearance Report, Khadia Opencast Coal Mine Expansion: http://nclcil.in/env/ecletters/Khd_Letter_of_Environmetal_Clearance.pdf",Exact,15.816,11.340072,2440.68,32168.162399999997,32451.6642
179,179,179,188,189,Uttar Pradesh, Sonbhadra,KRISHNASHILA,7.0,NCL,Northern Coalfields Limited,Bituminous,G,OC,24.1287,82.7625,"Google Maps: https://www.google.com/maps/place/Krishnashila+Open+Cast+Mine,+NCL/@24.1287204,82.7623897,21z/data=!4m5!3m4!1s0x398f2fb2844aa7cf:0xfe125f9d5c9f41cd!8m2!3d24.1287169!4d82.7625263",Exact,8.4,6.0228,2440.68,17084.76,17235.329999999998
180,180,180,189,190,Maharashtra ,Chandrapur,NANDGAON INCL,0.08,WCL,Western Coalfields Limited,Bituminous,G,UG,19.906,79.3111,"Google Maps: https://www.google.com/maps/place/Nandgaon+Incline+Coal+Mine/@19.9056013,79.2411885,12z/data=!4m5!3m4!1s0x3bd2d475bbee5e91:0x68b83f262e30415e!8m2!3d19.9058798!4d79.3111614",Exact,1.44,1.0324799999999998,2440.68,195.2544,221.0664
181,181,181,190,191,Maharashtra ,Chandrapur,MAHAKALI,0.08,WCL,Western Coalfields Limited,Bituminous,G,UG,19.9468,79.3112,"Google Maps: https://www.google.com/maps/place/Mahakali+Colliery+U%2FG+Mine/@19.9467843,79.3110346,21z/data=!4m5!3m4!1s0x3bd2d4383d2a78f1:0x647c49842c1af2d6!8m2!3d19.9467793!4d79.3111714",Exact,1.44,1.0324799999999998,2440.68,195.2544,221.0664
182,182,182,191,192,Maharashtra ,Chandrapur,D. RAYATWARI,0.16,WCL,Western Coalfields Limited,Bituminous,G,UG,19.9598,79.3109,"Google Maps: https://www.google.com/maps/place/Rayatwari+Colliery,+Chandrapur,+Maharashtra+442402,+India/@19.9599365,79.3053041,16z/data=!3m1!4b1!4m5!3m4!1s0x3bd2d5cacfbd3bfd:0xdd8eb20604c301ea!8m2!3d19.959993!4d79.3106414",Exact,2.88,2.06496,2440.68,390.5088,442.13280000000003
183,183,183,192,193,Maharashtra ,Chandrapur,MANNA INCLINE,0.09,WCL,Western Coalfields Limited,Bituminous,G,UG,19.9132,79.3019,"Google Maps: https://www.google.com/maps/place/Manna+Underground+Coal+Mine/@19.9131642,79.3015939,20z/data=!4m5!3m4!1s0x3bd2d598aa7ec811:0x2062225c17543021!8m2!3d19.9131592!4d79.3018675",Exact,1.62,1.16154,2440.68,219.66119999999998,248.69969999999998
184,184,184,193,194,Maharashtra ,Chandrapur,"HLC NO,1",0.0,WCL,Western Coalfields Limited,Bituminous,G,UG,19.9129,79.3157,"Google Maps: https://www.google.com/maps/place/Hindustan+Lalpeth+Colliery+No.+2+Chandrapur/@19.912879,79.3068266,15z/data=!4m8!1m2!2m1!1shindustan+lalpeth+colliery!3m4!1s0x0:0x8cd1e8f1a164dbcd!8m2!3d19.912879!4d79.3155813",Approximate: coordinates of Hindustan Lalpeth Colliery No. 2,0.0,0.0,2440.68,0.0,0.0
185,185,185,194,195,Maharashtra ,Chandrapur,DURGAPUR,2.05,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0081,79.2989,"Google Maps: https://www.google.com/maps/place/Durgapur,+Chandrapur,+Maharashtra,+India/@20.0066769,79.2791704,14z/data=!4m5!3m4!1s0x3bd2d5f98b3cfc9d:0xbc5709d1315871d4!8m2!3d20.008498!4d79.2986668",Approximate: center coordinates of Durgapur area,2.46,1.76382,2440.68,5003.393999999999,5047.4895
186,186,186,195,196,Maharashtra ,Chandrapur,PADMAPUR DEEP,1.08,WCL,Western Coalfields Limited,Bituminous,G,OC,20.5,79.3417,Padmapur Extension Deep Opecast Mine TOR Reg.: http://environmentclearance.nic.in/writereaddata/Online/EDS/23_May_2017_1234111331HWNKP7GPadmapurExtn_ToR.pdf,Exact,1.296,0.929232,2440.68,2635.9344,2659.1652
187,187,187,196,197,Maharashtra ,Chandrapur,BHATADI EXPANSION,1.47,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0708,79.2507,"Application for Environmental Clearance, Bhatadi OC Expansion Project: http://environmentclearance.nic.in/writereaddata/EIA/51122121121612014_5_20_May_2014_1457489531151-2014.pdf",Exact,1.764,1.264788,2440.68,3587.7996,3619.4193
188,188,188,197,198,Maharashtra ,Chandrapur,HINDUSTAN LALPETH,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,19.9278,79.3119,"Google Maps: https://www.google.com/maps/place/Hindustan+Lalpeth+Colony,+Chandrapur,+Maharashtra+442403,+India/@19.9279041,79.3096323,17z/data=!3m1!4b1!4m5!3m4!1s0x3bd2d46ccb94f34b:0xa32241a663fc62e!8m2!3d19.9277488!4d79.31205",Approximate: center coordinates of Hundustan Lalpeth area,0.0,0.0,2440.68,0.0,0.0
189,189,189,198,199,Maharashtra ,Chandrapur,BALLARPUR UG,0.1,WCL,Western Coalfields Limited,Bituminous,G,UG,19.8417,79.3472,"Google Maps: https://www.google.com/maps/place/WCL+Ground,+Ballarpur,+Maharashtra+442701/@19.8416735,79.3444593,17z/data=!4m13!1m7!3m6!1s0x3bd2d2f1ac3d6cbf:0x34b7ec8ee1c1282b!2sColliery+Rd,+Tilak+Ward,+Ballarpur,+Maharashtra+442901,+India!3b1!8m2!3d19.8497374!4d79.3453042!3m4!1s0x3bd2d2928f0e0e87:0xb9525ee31c5eda2a!8m2!3d19.8415313!4d79.3474359",Approximate: coordinates of Ballarpur WCL ground,1.8,1.2906,2440.68,244.06799999999998,276.33299999999997
190,190,190,199,200,Maharashtra ,Chandrapur,SASTI  UG,0.11,WCL,Western Coalfields Limited,Bituminous,G,UG,19.81456,79.316996,"Google Maps: https://www.google.com/maps/place/Sasti,+Maharashtra+442905,+India/@19.8139192,79.3173003,6950m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3bd2d266fa4bf163:0x1d7effaae5a2261e!8m2!3d19.8127868!4d79.3183887 ",Exact,1.98,1.41966,2440.68,268.47479999999996,303.96629999999993
191,191,191,200,201,Maharashtra ,Chandrapur,BALLARPUR OC,0.62,WCL,Western Coalfields Limited,Bituminous,G,OC,19.8336,79.3452,"Google Maps: https://www.google.com/maps/place/Coal+Mine,+Ballarpur,+Maharashtra+442701,+India/@19.8318235,79.3432142,1406m/data=!3m1!1e3!4m13!1m7!3m6!1s0x3bd2d2ea9f3225a3:0x9771a920a14a7781!2sBallarpur,+Maharashtra,+India!3b1!8m2!3d19.8515663!4d79.3498917!3m4!1s0x3bd2d28f86228bad:0x8cc2a282ec237e3e!8m2!3d19.8334941!4d79.3451473",Exact,0.744,0.5334479999999999,2440.68,1513.2215999999999,1526.5577999999998
192,192,192,201,202,Maharashtra ,Chandrapur,SASTI OC,1.69,WCL,Western Coalfields Limited,Bituminous,G,OC,19.8125,79.3167,"Sasti Expansion Opencast Coal Mine Environmental Monitoring Report, 01.04.2019 to 30.09.2019: http://environmentclearance.nic.in/writereaddata/Compliance/20_Feb_2020_145550183YFJ59F42SastioCECcompliance.report.pdf",Exact,2.028,1.454076,2440.68,4124.749199999999,4161.101099999999
193,193,193,202,203,Maharashtra ,Chandrapur,GOURI EXPANSION,0.63,WCL,Western Coalfields Limited,Bituminous,G,OC,19.7874,79.2972," Environment Clearance, Gouri Deep Expansion Mine Project: http://westerncoal.in/sites/default/files/userfiles/GourideepECcompliancereport.pdf",Exact,0.756,0.542052,2440.68,1537.6283999999998,1551.1797
194,194,194,203,204,Maharashtra ,Chandrapur,GOURI DEEP,0.6,WCL,Western Coalfields Limited,Bituminous,G,OC,19.7741,79.2902,"Google Maps: https://www.google.com/maps/place/Gowri+Deep+Opencast+Mine/@19.7737549,79.2825077,1407m/data=!3m1!1e3!4m5!3m4!1s0x3bd2cdd58af827ff:0xfbaa033c5231c1e4!8m2!3d19.7741951!4d79.2903444",Exact,0.72,0.5162399999999999,2440.68,1464.408,1477.3139999999999
195,195,195,204,205,Maharashtra ,Chandrapur,PAONI,0.86,WCL,Western Coalfields Limited,Bituminous,G,OC,19.782175,79.358264,"Google Maps: https://www.google.com/maps/place/Rajura,+Maharashtra+442905,+India/@19.7810053,79.3515713,1294m/data=!3m1!1e3!4m5!3m4!1s0x3bd2cd26cfa5b62f:0x3707bdcc92b7a127!8m2!3d19.7774571!4d79.3662675",Approximate: Rajura area where the mine is located,1.032,0.7399439999999999,2440.68,2098.9847999999997,2117.4833999999996
196,196,196,205,206,Maharashtra ,Chandrapur,PAONI-Il,2.11,WCL,Western Coalfields Limited,Bituminous,G,OC,19.792175,79.368264,"Google Maps: https://www.google.com/maps/place/Rajura,+Maharashtra+442905,+India/@19.7810053,79.3515713,1294m/data=!3m1!1e3!4m5!3m4!1s0x3bd2cd26cfa5b62f:0x3707bdcc92b7a127!8m2!3d19.7774571!4d79.3662676",Approximate: Rajura area where the mine is located,2.532,1.815444,2440.68,5149.8348,5195.220899999999
197,197,197,206,207,Maharashtra ,Chandrapur,NEW MAJRI - II (A) EXPN,2.5,WCL,Western Coalfields Limited,Bituminous,G,OC,20.1157,79.0347,"Google Maps: https://www.google.com/maps/place/Coal+Mining,+Maharashtra+442503,+India/@20.1150443,79.0352432,1991m/data=!3m1!1e3!4m5!3m4!1s0x3bd3226cabf89f73:0x9e1300e2eacba59b!8m2!3d20.1096843!4d79.033429",Approximate,3.0,2.151,2440.68,6101.7,6155.474999999999
198,198,198,207,208,Maharashtra ,Chandrapur,TELWASA,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0469,79.0817,"Google Maps: https://www.google.com/maps/place/Telwasa,+Maharashtra+442902,+India/@20.048361,79.0756636,1418m/data=!3m1!1e3!4m5!3m4!1s0x3bd321195e234d97:0x30bef3c4e6eee1!8m2!3d20.0464052!4d79.0816288",Approximate: coordinates of Telwasa area,0.0,0.0,2440.68,0.0,0.0
199,199,199,208,209,Maharashtra ,Chandrapur,"AMALG, YEKONA I& II",0.35,WCL,Western Coalfields Limited,Bituminous,G,OC,20.2489,78.9458,"Brief of Project Report for Amalgamated Yekona-I & II OC, 2015: http://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=oK9SlLBO4W2hq9mJoe9rXATD2OzbyLMtHe80EbXtrI9qxnwoKcamhwRJBQx/Bef9/cGcnD9uvhAUHSpnZzF7o2cBEE55ZYEyrlohCoTFaSiUXfLXq61uN4dRzWCgJRBvnJVPZ59SwqJva+8lfw9Jf1rYUnvLPo1lX7iZFPoeRaU=&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzXmG8GlihX6H9UP1HygCn3pCkAF2zPFXFQNqA4krKa1Aw==",Exact,0.42,0.3011399999999999,2440.68,854.2379999999999,861.7665
200,200,200,209,210,Maharashtra ,Chandrapur,NEW MAJRI UG TO OC,1.2,WCL,Western Coalfields Limited,Bituminous,G,OC,20.129,79.0185,EIA & EMP Expansion of New Majri UG to OC: http://environmentclearance.nic.in/writereaddata/EIA/310320208UK371GHFinalemp_31-3-2020.pdf,Exact,1.44,1.0324799999999998,2440.68,2928.816,2954.6279999999997
201,201,201,210,211,Maharashtra ,Chandrapur,DHURWASA,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.06007,79.080107,"Google Maps: https://www.google.ca/maps/place/1+%26+2+Mines,+Jamuna+Colliery,+Madhya+Pradesh+484444,+India/@23.1679587,81.9391482,682m/data=!3m1!1e3!4m12!1m6!3m5!1s0x3987cbc96b3d8ca7:0x3bc7f1dcc73e9d34!2sVocational+Training+Center,+Jamuna+Kotma!8m2!3d23.1",Exact,0.0,0.0,2440.68,0.0,0.0
202,202,202,211,212,Maharashtra ,Chandrapur,NAVIN KUNADA (A),0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0871,79.0614,"Google Maps: https://www.google.com/maps/place/Ananta+Mahajan+Aata+Chakki/@20.0879775,79.0595646,2801m/data=!3m1!1e3!4m8!1m2!2m1!1snavin+kunada!3m4!1s0x0:0xdf8a17cde2eea826!8m2!3d20.0979191!4d79.0866897",Approximate: coordinates of coal mine near flour mill in Navin Kunada,0.0,0.0,2440.68,0.0,0.0
203,203,203,212,213,Maharashtra ,Chandrapur,JUNA KUNADA,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0669,79.054,Environment Clearance for Expansion of Juna Kunada Opencast Coal Mine Project: http://westerncoal.in/sites/default/files/userfiles/JUNA%20KUNADA%20OC.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
204,204,204,213,214,Maharashtra ,Chandrapur,PENGANGA,6.3,WCL,Western Coalfields Limited,Bituminous,G,OC,19.8147,79.245,Forests Clearance for Penganga Opencast Mine: http://forestsclearance.nic.in/writereaddata/FormA/Justification/11123125612972M58Justification.pdf,Exact,7.56,5.42052,2440.68,15376.283999999998,15511.796999999999
205,205,205,214,215,Maharashtra ,Chandrapur,MURPAR,0.05,WCL,Western Coalfields Limited,Bituminous,G,UG,20.554,79.2928,"Environment Clearance, Scheme for Murpar U/G Mine: http://environmentclearance.nic.in/writereaddata/online/EC/120920176P9N5Z5AAnnexure-SchemeofMurparUGExpansionmine_Phase-I_.pdf",Exact,0.9,0.6453,2440.68,122.03399999999999,138.16649999999998
206,206,206,215,216,Maharashtra ,Yavatmal,NILJAI DEEP,3.92,WCL,Western Coalfields Limited,Bituminous,G,OC,19.9957,79.0825,EIA & EMP for Environment Clearance for Niljai Expansion (DEEP) OC : http://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=AkfW0CbH2J58NlcZHWfvyWWd/vageAU7GCZkERFVwogjt2CCFvSim0RPJDjfODdLpzYxmJPXirjPjqLyZ33v3AnssY2TYCz3lESaStm4Slk=&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzXKUKNiYED19hF6l1JsjsB/b6J7ZR0UGxec5pPkeNg5uw==,Exact,4.704,3.372768,2440.68,9567.4656,9651.7848
207,207,207,216,217,Maharashtra ,Yavatmal,BELLORA-NAIGAON DEEP,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,19.9597,79.0917,Executive Summary for Public Consultation of Proposed Bellora-Naigaon DEEP Opencast Mine: http://mpcb.ecmpcb.in/notices/pdf/EXE.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
208,208,208,217,218,Maharashtra ,Yavatmal,"MUNGOLI NIRGUDA EXTN, DEEP",4.12,WCL,Western Coalfields Limited,Bituminous,G,OC,19.8822,79.1081,"Environment Clearance, Summary of Project Report for Mungoli-Nirguda: http://environmentclearance.nic.in/writereaddata/Online/TOR/31_Aug_2016_165739890JVZ3PEM6Annexure-PFR.pdf",Exact,4.944,3.544848,2440.68,10055.6016,10144.2228
209,209,209,218,219,Maharashtra ,Yavatmal,KOLGAON,4e-05,WCL,Western Coalfields Limited,Bituminous,G,OC,19.1001,79.8568,Executive Summary for EIA/EMP for Public Hearing/Consultation of Kolgaon OC Expansion Project: http://mpcb.ecmpcb.in/notices/pdf/EIA-KOLGAON.pdf,Exact,4.8e-05,3.4416e-05,2440.68,0.0976272,0.0984876
210,210,210,219,220,Maharashtra ,Yavatmal,RAJUR/BHANDEWADA INC,0.07,WCL,Western Coalfields Limited,Bituminous,G,UG,20.11356,78.896,"Google Maps: https://www.google.com/maps/place/Bhandewada+Coal+Mine+WCL/@20.1129277,78.8943561,702m/data=!3m1!1e3!4m12!1m6!3m5!1s0x3bd31b6685b0ca39:0xf6ba644a37215d5e!2sRajur+Colliery!8m2!3d20.104167!4d78.905777!3m4!1s0x3bd31b2e378ca7bb:0x2da18f786057a7f9!8m2!3d20.1135505!4d78.8960275",Approximate coordinates of Bhandewada Coal Mine,1.26,0.90342,2440.68,170.8476,193.4331
211,211,211,220,221,Maharashtra ,Yavatmal,UKNI DEEP,1.38,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0292,79.0546,EIA & EMP for Environment Clearance for Ukni DEEP OC Mine: http://environmentclearance.nic.in/writereaddata/EIA/10111125112171237-2010.pdf,Exact,1.656,1.187352,2440.68,3368.1383999999994,3397.822199999999
212,212,212,221,222,Maharashtra ,Yavatmal,KOLARPIMPRI,0.78,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0833,79.0333,2017 WCL Land Restoration/Reclamation Monitoring for Opencast Coal Mines: http://www.westerncoal.in/sites/default/files/userfiles/KolarPimpriOCM.pdf,Exact,0.936,0.671112,2440.68,1903.7304,1920.5082
213,213,213,222,223,Maharashtra ,Yavatmal,GHONSA,0.6,WCL,Western Coalfields Limited,Bituminous,G,OC,19.9647,78.8326,"Executive Summary of EIA & EMP for Public Hearing as per EIA Notification, 2006 Ghonsa OC Expn.: https://www.mpcb.gov.in/sites/default/files/public_hearing/exe_summary/2019-09/exe_Ghonsa_OC_261216_ENG.pdf",Exact,0.72,0.5162399999999999,2440.68,1464.408,1477.3139999999999
214,214,214,223,224,Maharashtra ,Yavatmal,JUNAD,0.47,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0438,79.0679,"Executive Summary, EIA & EMP for Public Hearing for Junad DEEP Extn: https://www.mpcb.gov.in/sites/default/files/public_hearing/exe_summary/2019-07/WCL_Ex.pdf",Exact,0.564,0.4043879999999999,2440.68,1147.1195999999998,1157.2292999999997
215,215,215,224,225,Maharashtra ,Yavatmal,PIMPALGAON,0.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.0458,79.0417,2017 WCL Land Restoration/Reclamation Monitoring: http://westerncoal.in/sites/default/files/userfiles/PimpalgaonOCM.pdf,Exact,0.0,0.0,2440.68,0.0,0.0
216,216,216,226,227,Maharashtra ,Nagpur,SILEWARA Colliery,0.12,WCL,Western Coalfields Limited,Bituminous,G,OC,21.299036,79.123418,"Google Maps: https://www.google.com/maps/place/Sillewara+Mine/@21.2984259,79.1239569,349m/data=!3m1!1e3!4m8!1m2!2m1!1sSILEWARA+coal+mine+Nagpur+Maharashtra!3m4!1s0x0:0xce892232b237695!8m2!3d21.2989709!4d79.1232026",Exact,0.144,0.1032479999999999,2440.68,292.8816,295.4628
217,217,217,227,228,Maharashtra ,Nagpur,PATANSAONGI,0.07,WCL,Western Coalfields Limited,Bituminous,G,OC,21.3238,79.041,"Google Maps: https://www.google.com/maps/place/Patansaongi+Mines,WCL/@21.3240026,79.039691,347m/data=!3m1!1e3!4m5!3m4!1s0x3bd4dd474e55c6ed:0xbb2901f187b0dba3!8m2!3d21.3237889!4d79.0410297",Exact,0.084,0.060228,2440.68,170.8476,172.3533
218,218,218,228,229,Maharashtra ,Nagpur,SAONER-I,0.25,WCL,Western Coalfields Limited,Bituminous,G,UG,21.3663,78.9275,"Google Maps: https://www.google.ca/maps/place/Office+of+Sub+Area+Manager+(WCL)/@21.3663937,78.9253091,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x60831c136773dbb1!8m2!3d21.3663886!4d78.9274979",Approximate: coordinates of the Office of WCL Sub Area Manager,4.5,3.2265,2440.68,610.17,690.8325
219,219,219,229,230,Maharashtra ,Nagpur,SAONER.II,0.23,WCL,Western Coalfields Limited,Bituminous,G,UG,21.3667,78.9087,"Google Maps: https://www.google.com/maps/place/Saoner+Mine+No+2/@21.3666531,78.9065773,695m/data=!3m1!1e3!4m5!3m4!1s0x3bd4e5326b802b33:0x67536c371766b483!8m2!3d21.3666481!4d78.908766",Approximate,4.14,2.96838,2440.68,561.3564,635.5659
220,220,220,230,231,Maharashtra ,Nagpur,SAONER-III,0.13,WCL,Western Coalfields Limited,Bituminous,G,UG,21.3676,78.9086,"Google Maps: https://www.google.com/maps/place/Saoner+Mine+No+3/@21.3676386,78.9064375,694m/data=!3m1!1e3!4m12!1m6!3m5!1s0x3bd4e504387aeabd:0xca14c40a3ae039b6!2sSaoner+Mine+No+3!8m2!3d21.3676336!4d78.9086262!3m4!1s0x3bd4e504387aeabd:0xca14c40a3ae039b6!8m2!3d21.3676336!4d78.9086262",Approximate,2.34,1.6777799999999998,2440.68,317.28839999999997,359.2329
221,221,221,231,232,Maharashtra ,Nagpur,WAGHODA,0.0,WCL,Western Coalfields Limited,Bituminous,G,UG,21.3694,78.9272,"Google Maps: https://www.google.com/maps/place/Waghoda+Mine/@21.3694275,78.9260861,347m/data=!3m1!1e3!4m5!3m4!1s0x3bd4e5dfe7457a8b:0x2db69042459d7e29!8m2!3d21.3694225!4d78.9271804",Exact,0.0,0.0,2440.68,0.0,0.0
222,222,222,232,233,Maharashtra ,Nagpur,KAMPTEE DEEP,0.8,WCL,Western Coalfields Limited,Bituminous,G,OC,21.225,79.225,EIA & EMP for Kamptee Deep OC: http://environmentclearance.nic.in/writereaddata/EIA/2115122612121287-2010-EIA.pdf,Exact,0.96,0.6883199999999999,2440.68,1952.5439999999999,1969.752
223,223,223,233,234,Maharashtra ,Nagpur,"AMALGAMATED GONOEGAON
GHATROHANA",3.5,WCL,Western Coalfields Limited,Bituminous,G,OC,21.266297,79.192425,"Google Maps: https://www.google.com/maps/place/Gondegaon+Opencast+Mine/@21.2660771,79.190228,883m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3bd4c583b17670bf:0x171be7c9833a0a57!8m2!3d21.2660771!4d79.192422",Exact,4.2,3.0114,2440.68,8542.38,8617.664999999999
224,224,224,234,235,Maharashtra ,Nagpur,INDER UG to OC,0.9,WCL,Western Coalfields Limited,Bituminous,G,OC,21.2535,79.2192,Application (Form-I) for Environmental Clearance for Amalgamated Inder-Kamptee Deep OC Mine: http://environmentclearance.nic.in/writereaddata/modification/previousTOR/09042019EZ24GEB7FormI.pdf,Approximate,1.08,0.77436,2440.68,2196.612,2215.971
225,225,225,235,236,Maharashtra ,Nagpur,BHANEGAON,0.75,WCL,Western Coalfields Limited,Bituminous,G,OC,21.2685,79.1574,"Environmental Clearance, Expansion of Bhanegaon Opencast Coal Mine Project: http://www.westerncoal.in/sites/default/files/userfiles/BHANEGAON%20OCP.pdf",Exact,0.9,0.6453,2440.68,1830.5099999999998,1846.6424999999997
226,226,226,236,237,Maharashtra ,Nagpur,SINGHORI,1.12,WCL,Western Coalfields Limited,Bituminous,G,OC,21.2657,79.1622,"Environment Clearance, Singhori Opencast Coal Mine: http://environmentclearance.nic.in/writereaddata/EC/31012019LIMWATL6MP.pdf",Exact,1.344,0.963648,2440.68,2733.5616,2757.6528
227,227,227,237,238,Maharashtra ,Nagpur,ADASA UG TO OC,0.004,WCL,Western Coalfields Limited,Bituminous,G,OC,21.3399,78.9538,"Executive Summary EIA & EMP for Public Hearing as per EIA Notification, 2006 Conversion of Adasa UG to OC Coal Mine: https://www.mpcb.gov.in/sites/default/files/public_hearing/exe_summary/2020-05/Western_coalExecutive_Summary17122019.pdf",Exact,0.0048,0.0034415999999999,2440.68,9.76272,9.848759999999997
228,228,228,238,239,Maharashtra ,Nagpur,"UMRER EXPN. (AMB RIVER
DIVERSION PHASE - IV)",4.85,WCL,Western Coalfields Limited,Bituminous,G,OC,20.8658,79.2839,"Environmental Clearance, Expansion of Umrer Opencast Coal Mining Project: http://westerncoal.in/sites/default/files/userfiles/Env_umrer_ec.pdf",Exact,5.82,4.17294,2440.68,11837.297999999999,11941.6215
229,229,229,239,240,Maharashtra ,Nagpur,MAKARDHOKRA.I,2.0,WCL,Western Coalfields Limited,Bituminous,G,OC,20.8565,79.2544,"Executive Summary EIA & EMP for Public Hearing as per EIA Notification, 2006 Makardhokra-I Expn. OC: https://www.mpcb.gov.in/sites/default/files/public_hearing/exe_summary/2019-11/ESENEXPN18112019.pdf",Exact,2.4,1.7208,2440.68,4881.36,4924.38
230,230,230,240,241,Maharashtra ,Nagpur,MAKARDHOKRA-III / DINESH,4.14,WCL,Western Coalfields Limited,Bituminous,G,OC,20.8764,79.2235,Six Monthly Environmental Compliance Report in respect of Dinesh (Makardhokra-III) Open-cast Project: http://www.westerncoal.in/sites/default/files/userfiles/ENV-CR-DINESH%20OC.pdf,Exact,4.968,3.562056,2440.68,10104.415199999998,10193.466599999998
231,231,231,241,242,Maharashtra ,Nagpur,GOKUL,1.87,WCL,Western Coalfields Limited,Bituminous,G,OC,20.6726,79.2972,Application for Environmental Clearance for Expansion of Gokul Opencast Mine: http://environmentclearance.nic.in/writereaddata/online/EC/06102016IBKDVDYOExecutiveSummary.pdf,Exact,2.244,1.608948,2440.68,4564.0716,4604.2953
